from_address,ext_in_all_hash_cnt,ext_in_all_date_cnt,all_method_cnt,all_to_addr_cnt,ext_in_all_week_cnt,ext_in_all_month_cnt,date_range,days_from_start,first_block_date,first_transaction_hash,first_to_address,first_method,last_block_date,last_transaction_hash,last_to_address,last_method,total_fees,in_amount,out_amount
EQDQCtrcdnhlMcUTyijLaTxTO52IxUquKm2o8paOGbouvBDq,4,3,2,3,2,2,53,210,3/25/24,Qc8SZD9NsOZeZk71I9z4HMIWZERBqa4ICssQzbJlsHk=,EQBdWoMOSCFHkfSrU1KQDGJNO_88Xv1jAZaxgBWOt4mZD1Rc,0,5/17/24,Y6/5Mehvh4aw696HcQas8qfScib2UCV7r3CLz53kpII=,EQDUrYS4W-4SY3VJ7IW7Nd-V7nqkipsRoQqi1XEha8g-of-l,0,0.023553685,10.07103332,10.04528602
EQA_ce5QoLnqjUZGfhVeRX88MJLN_oenpFWE1fIFbeTRaLYu,12,6,2,8,6,4,188,210,3/25/24,2g6sPL3vOT+bX1w8IHZKHhn8wXhT9Q5dTkDpQX/F1+s=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,9/29/24,MjDRBNKsIeDRO8aUzR1FDqqL8RCrN2Hu+V+d5r0lDV8=,EQCSy3mcYhfzHcAXfQGZSdNq3HViZEcKA-MpX6Qcvr4oCbZE,0,0.057395999,3.983918875,3.91959575
EQBWXWFUdspTmK5ygobOsP0fPMPvjc5-d8FjVgwfOljAOiKf,7,2,3,6,2,2,56,210,3/25/24,qihomgVqMpR2IdLPbUTQlOE14GD34+E32yK/nlycgAU=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,5/20/24,Nk4VzGsQjO2/fLeIOATlfaF4xA0i+xI2XMse1Ua3/7E=,EQDD8dqOzaj4zUK6ziJOo_G2lx6qf1TEktTRkFJ7T1c_fPQb,0,0.039180976,2.67757656,2.631209808
EQB8CDii0T6krAekweSlXVsC5Rx198A_gcH41MPuY9lIHuO4,13,6,3,6,4,3,116,210,3/25/24,+ChYJPsrVZPD/6lGAt+lJuQyhysXXa7VtgCfSlcEIFY=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,7/19/24,zeCBaBrr/vo5wK0WnmGALZdzSvdQy/BUuNp85lyYDOs=,EQBm89xAk3iY2qMr2XfqYqhgc_DvqZfoAMSD0KY9MiKCtUBC,260734629,0.072688254,2.352277768,2.261051865
EQB1ZHVU2dCG1njB0J3lM47hKSi2LEUjGiZjFwU6TJ-8X7sZ,6,4,3,5,4,4,199,210,3/25/24,SuDgoQTe29YUOlNilryuTNPhKl6oXNN8/G1yjndXPX4=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,10/10/24,4IQAPWObPxG+S0KNdyCsCHIHdXwKjCul6gh3unf6bEE=,EQAvf2p2Ya6sTTITTVHXdZo22n08SgZDLZIBdfvZeldniFqZ,0,0.036444295,0.786084349,0.714
EQCPC7IQKzfCSFlqnHHgp2l12Dq7kL1ZhHcwsCFWrYZQBrl7,8,4,3,5,3,2,57,210,3/25/24,rQB4wxYH7ixrjI3FIWFO5XzwcihG8vRhF71HNGt30bc=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,5/21/24,lhh/MSm6DVzainDqXgVzrOU7/9WYwTrbnIVQIlhOHr4=,EQAjWGiUWhoosgJurT7roTad6Fl2glhaPXZGOnoL-IfkUx1M,0,0.062129248,10.73231511,10.649
EQD1bvQaQk73auFVE6beebCl7a29mnFN_ATqMfKmvWmYWABO,3,1,1,1,1,1,0,210,3/25/24,Ci9cr28hKr5rM0/B69pVSnv9VWfMpY6KOxMC7NOQbDs=,EQAYU-e-IHz3Z5dzcmz9NZ4TOsv1eQ98gCxiOvGbwpV4BOfH,1607220500,3/25/24,Ci9cr28hKr5rM0/B69pVSnv9VWfMpY6KOxMC7NOQbDs=,EQAYU-e-IHz3Z5dzcmz9NZ4TOsv1eQ98gCxiOvGbwpV4BOfH,1607220500,0.025277867,0.200508553,0.106
EQDre7kTFEQ582cyx7mYocYTUQzV1TZii-LV0ygpfkcoyhvr,3,2,2,3,2,2,54,210,3/25/24,CiUmgc0vcNcfdPjS7zt7MKNQb5/XAtmNnPwkign9YaY=,EQB7VN5ACUxXRTqC1QhuiAGuAQ7It1OYQnWoZs_ku3ML9IWv,0,5/18/24,FUXAjIP0vFQShm4zBqcIW1PAfsJT1BuRgHTkn+E1AuA=,EQA9Y8twO5rv3tnsa3sGz_xt3Mt9svNW8rE2-sDzzQBG_ScC,0,0.019507851,2.543526067,2.522551537
EQAHG1uO-imbtZwACbsQnXCsAN_VcHeWUt-Gk4iv2k-o1bUy,5,2,3,4,2,2,69,210,3/25/24,hGQpONQ82MZln/En0vzpOsWAz/Cnze/z9tj8QFnH2aI=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,6/2/24,zqP0To+u2OAfgeUbyD0lr/03MJ6t8S8qMSg5AwDezZc=,EQB2DNru-bUJ6qIfqVfgQZa8_I7U-Kj-vtqCilXMLJmB8Z4m,260734629,0.033610433,1.210685091,1.076
EQDXcl8znzHrArusx7CO0g5ov4ECr6C_csK1AYv8IXekTYXM,13,8,3,11,5,5,191,210,3/25/24,T909bG4p18w88SibwogoK5CaeRrJz1jomFJELjY1+c4=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,10/2/24,b7t5AxtJThspM0tZLlhAmaOCfCdT08qxv1Htzn6mB1U=,EQCSy3mcYhfzHcAXfQGZSdNq3HViZEcKA-MpX6Qcvr4oCbZE,0,0.054078324,3.509726012,3.026
EQCQbnlKZ9LP2HVVKt_pSpSO97yfkTmNkWHFW2JP0NNfMY5o,4,4,3,3,4,3,193,210,3/25/24,wBAfyVjkiyswbH5pLB/FtUvTtRL0ucxmhm3omU/SFW8=,EQB7G9KyvpMqq_PqdJEQMy1u4_0ZLMn0mhZ9LOm3grdrGd6Q,1607220500,10/4/24,m0EeSoi7FRz8RXXkX1ODJ9Bd3/6UGML7f++kW9S5OOU=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029740499,0.400265305,0.36766985
EQBg20J1SdDtn7XGCQvnvthavMStWuvpCfbnHSvEMxtMMSj_,3,2,2,2,2,2,48,210,3/25/24,mnUMOnHI9AVUucO+1ME1rFA5RnXkEEbLb9FoEZjNXhI=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,5/12/24,UPAF4uf4+gD6lVWD0JImBVHIkFtk0kA6ApakDJ5pbEs=,EQCYm4iILnudQc6NScRB3HHSat_5FaqQ9I4DbrE7nz9nUI12,1607220500,0.021594207,0.41560754,0.12
EQA7UsO8mjXPVJ__d5kQIS_hH8T0pLXbLNs5xvPWCcAlCphM,7,5,3,5,3,2,59,210,3/25/24,MQXy92zvPxyNLp/+VqXa9C1Lu9AfsFgc+PoOOSU0uW8=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,5/23/24,6R8bIYYRP2i9O7foYhmAXUpXvRgJ7WqQhUFTvTtSRkM=,EQDpuDy3cILzeLbtyCL7KqBCwW9AMwbd8mgpuIyir1qDPvN1,0,0.035939727,0.710997331,0.638
EQAqWCMzXELK-zHDiOF-TZ9Am4tAeaEFA2RB5Aov_-UVGqC8,12,9,4,8,7,4,188,210,3/25/24,G7LvPD/EGQUiWfeoSc3EXhkX+VepSdFwEkK/eQ1uktM=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,9/29/24,UDWxHeMdLQ6MGTp3azISR2YnOrHbAkSKQxRTDbiwWZ8=,EQCEowrbQR5kc0pyOWloi26_DjgOJzIkMjg2nZKlyu_DRRt3,0,0.052860687,1.172682359,1.111
EQBPLBB06eMdo8ceVlGpWJFfdkAEFho3x7g4ASobf82_iKHV,15,9,2,6,6,4,177,210,3/25/24,KvGLlhwZckXuur4hqXLvqh78Fkw2IAVIMDhI3Hs9mQs=,EQCjYI6mpKbyw_m-ySxso6puOVaq8MQ-BlikyJl36srFqC1w,0,9/18/24,nKzojDU38xK4tLuqUZDAeob0S/2GBfTa6NLzEmfCa7g=,EQApr43t-v1v-VnSRgjsrPulFJ3wF7f-Q2wIMDqN7ZcNXIc8,0,0.059857299,3.887434003,3.76
EQADWVkkesLYlBZ0ufYGu3DviZWCQSSzV7wU--SYCxy1lMnO,21,11,7,12,8,6,153,210,3/25/24,rUdUtSPoI5Qd0JhZgYE8HZdYo9ZVNDFZoiuLZZxEZNg=,EQDN8qXAXfmTUq8PhTDxGe11Q-t3ynrGnmruCfm8kHAjDw85,0,8/25/24,H6FTwm0uUJlALUpm0sxW2t5jzjhyWBf6dRE3RU4h+7o=,EQDks_WAGCxK_jYMYzF4wXfR3nd8L1ZWjRaON_Y95WIVGZHL,0,0.083665371,132.5767454,132.4824109
EQDo_IzBjdTJNLHkP5doLwAPG-mEGfIgLlZtz7Uzbgt8-Uf9,94,62,6,17,23,8,201,210,3/25/24,axy3o4qN9Z/EjNsPyzaa+9ama+FJhylygXZvoefLR7Y=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,10/12/24,WzdoA79ItSEOEA57J54CwCWdOJWFUiGZdEL3iJ5Knw4=,EQDo_mbJsbuOBL3XvwShGne_uemk1VdxH_F_hbYJtVHt8MdC,0,0.331417164,38.65822804,35.29497636
EQCMtVEJhbDIP6x_UgEujy7ch7HKIna4hEPLPJjCYauALzCf,419,91,15,159,21,7,183,210,3/25/24,h+Q3PzRdVPBokMBcfy4IiyhdlXsAqPVJQEUY5Qe73uU=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,9/24/24,K98rOS6lFgIZCa/L07WG4YXDCQowcJgADjm9CB8tJlg=,EQDvJw2knayYO0gpVcNRS-_u7gt1kilG68KDPMdvn8PGzvWI,0,1.87759594,148.292289,146.0778921
EQCgGtAX4p0TIiF0m3MUpyGxvpGni5BAleVMyFTKP7wFApEj,12,5,3,8,4,3,63,210,3/25/24,Qf1fmOa2aClDyxcY9XGO0Gb1ZRtcs1W/OnJ+NGY/WNU=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,5/27/24,530ZLpfb6tWZMuGGWTRk+qYkWSFPbBqkaTnPeYfE6l4=,EQA4r2j6NZrAXpGaZXasuDsQbqGBSsuBTSPM-D54CN5RZYzl,0,0.072275977,0.927110796,0.84245
EQCrWpLKEuFRtRZbpM9kPXLpUOWK4QdyhHXkoEseQJx8NvLa,9,4,3,7,3,2,57,210,3/25/24,JqRmJoqLb+Uk+Mh2XPrf2WcWWFrqOV7b6xzFQY5Kh1s=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,5/21/24,IgXUCUjF936sQYMbqP6ao9pS9kqy7gyz7o7rsNK1pNU=,EQAujPfOZWRXImGwSq2MQiwUsvfx7CAWkihz_ZhZS-Um--G6,0,0.03604534,2.346699862,2.306558245
EQAWwlFvaiDRFGhpLe2zr73e0r-GMR2haN9tneImxDRo6ZI2,70,47,6,19,19,7,202,210,3/25/24,Py3JrhnKjLQfEUB9t+zYRiarpcUsqS8NsnWk8FExcx4=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,10/13/24,H7waRrmJMOYNHn7qxe8c9jEDbR1jj4HTw2D7tcUtR2Y=,EQBDpNTPM5F3YeHHakLmsHrnL0KlmxzqTx46uBZcpO_LfRKS,0,0.235975758,11.43692828,6.7164
EQDIMDJwfAuE40WrnFVxEynQx60U_tJDhB9XayBBVTBEzQ0f,7,2,3,5,2,2,56,210,3/25/24,74IrmS39v/VGy8FeCct5ujy+uEbUJCQruVK1FVkdRHg=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,5/20/24,I8XbOn2Eygy8y2dOakmFOtFaRbAOj0yhOkQpAkFfStA=,EQCAGRusL69hxMEW_6xCtCkiNpkiUH73Wy6ZI87gxLU5x0Li,0,0.054048661,9.234810669,9.167769084
EQBEOI87vmhoqhLHXax-cgruV8HMFMae_fzmexfGqI-763C6,9,6,2,8,5,5,174,210,3/25/24,jY//2S6F60XweZPYUCWqI7HhiYyR/Lzpt+shrP6XQbU=,EQAGfuUmEbyRyapIpOXQixWcJvVnSZ1FlfBVdeUMR7lvX67O,0,9/15/24,HlQCGqrj5JgHC6kEOxrvklcJHJzYczTtxdtO3TZ2WWM=,EQDUWyKlvk5qlOjiNZk0TOl1-IG-dra374K-Swd6gDZ0llNX,0,0.042374661,3.22150011,2.811
EQBhQSSKTQhzhDBHXXRws0ojmaGcGevnmzN_w82JgxmsjUV9,11,9,5,9,8,7,192,210,3/25/24,GezkbYnQ41sa6lc+cgEFmwHQonmT4mOSuP9SVK83vi0=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,10/3/24,qTp0gNus7x5U8/DIhOWR3TDFn1Tb5CbqdtTEYhrSCVU=,EQClcxRtn7nhZ3zzwsLk_itGaSe0r1r0Dj8fBLAxonkKNsZh,32736093,0.051754394,9.056718086,8.280625814
EQAmROC71Qx9Eq_7WHLDS1c8e8qatS7LKOj5YFVLj9QRaQ2j,5,2,3,4,2,2,54,210,3/25/24,RyrlVEVFLZOaIaoelMzFXKt8vYVIgrBbj8BQ2agwLAo=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,5/18/24,YBPt+c6Uc93cgGH11vDnUF8eN3iy2n00BWz9KpRpD/I=,EQAEEuntfN1Hjx7D9i2znMMvtj9xw4BGZkZ3eszmEsKtMjd-,0,0.030164638,0.396732132,0.363714671
EQBfsxqFJeexx8bZFlXVxghYCXTWGrh0hQfxohlVrV0qV9Ll,6,3,3,4,3,3,57,210,3/25/24,yKIBy3m3zcrAmY4hETdpHLzkYw5oiX4aHE7krLoFi9g=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,5/21/24,UuYhnsDvjyMCvpH88LHPNydezY9SbKOpLYsW09RuuFk=,EQCiyeW-Rqz9hSBboHsx2_yir36dxeIqfUowPrWmd7YnTjTX,0,0.036630847,1.318686215,1.275
EQDOA23sINKJrYOcq3gq3B3r_W6IN71LtJ6QeHut0vaudRVV,13,9,4,7,8,6,193,210,3/25/24,uLwb7qXEoyw6pu9cm4nNI4HFv66g1e3iv5yfebcRpco=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,10/4/24,t9qKogr+RcOiouh/z+cF9VpyhQbcuczak+Vu1m7xn9A=,EQC6YnxhEjUmmBu0t_lgkJ_URIFWkf59L5xpUm5K-H54OaVP,0,0.066236143,32.06810875,31.07
EQAFJX4KjJThpnSWmMtmfAeXa7a-NzTapuepg3bpjyBoY9gC,4,4,3,3,2,2,65,210,3/25/24,o9JgLopwQ31UNAh44F3UelDZ+eC6gw2bhOQsGRvfiH4=,EQBdWoMOSCFHkfSrU1KQDGJNO_88Xv1jAZaxgBWOt4mZD1Rc,0,5/29/24,1wVZgivQS5PvdTVsckf2chZZZFjjLTKdHddiwoJ/4RY=,EQBdWoMOSCFHkfSrU1KQDGJNO_88Xv1jAZaxgBWOt4mZD1Rc,0,0.023907291,6.878395456,6.852310547
EQC6_6ZEjS3SP2S7zRLAmmWQsO2SSX2eIBpk-vLNKx9PET9I,37,20,4,16,14,6,173,210,3/25/24,Jd0Zvn1DSWL6Ig8JUgjK9jarFGH/g4yd3bMwZw6pEs8=,EQDlePcrswTujvEpSjPZrcw0VK8AfOhMhLjxHaRUKNhOa49p,0,9/14/24,8swONS//Ke92xncSRkPn3QsT+8QG1i/j89IHSc5Fhr8=,EQA9nNvUSLAebJxzhHv5sxMWK_RXrxk4MYXR39JMbqvrc040,0,0.14373073,2.118831204,1.870682348
EQCwUhcamp7TXLPsdlzSHQAHtikmXj7p1s_CE7obXLFFYRm4,12,4,3,7,3,3,176,210,3/25/24,20gjvqccElizXDRergXsVnwjDZesW86ip6Kp5O6VdtE=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,9/17/24,BwfYzkHEk6z5n/AhTeiUy64u4z3ZPk03XET1GIHJYcc=,EQBrh0yM3oUvJpRuqGV3-rquHg4yijjp5QbhA5cLL7UE-vQv,0,0.057628037,1.718862853,1.645
EQBV-okAfM4nOSMN-1zL06bN2ztSxduDYhcLYwK76zKX0JQf,59,26,7,33,13,8,191,210,3/25/24,74hk4d/GQxscON0C5//mYHtR4GJBWWfpZpnA9IxcuV4=,EQDN8qXAXfmTUq8PhTDxGe11Q-t3ynrGnmruCfm8kHAjDw85,0,10/2/24,/w6Qb1mhFdS68BCc5iqQW8ONb1XloDULXGbAe9wrSP4=,EQBbFt39vUg6ccbGVz8DCTVIctyh2ozGVOjl2rypPGhbC1mU,198856213,0.356904491,291.226882,283.8969683
EQAO8kbR33Lt6_9U_ppz3kmN8N5i4hxaeaUKUkWIFMg2310u,8,6,2,3,4,3,77,210,3/25/24,FZco6KFnmTWpFGt4zNkyMMBI1degJzQeDeIVj9COg84=,EQBSgybTE4hEn35H7rndWqavnR7TG5yQRaby5vhp48GtKeoB,0,6/10/24,OB/wVnO8m7euc1pb+lLCgx/0QjhRCAgagTTI1bHlRTc=,EQBSgybTE4hEn35H7rndWqavnR7TG5yQRaby5vhp48GtKeoB,0,0.037259311,2.107687946,2.0636
EQB0YIf4-tB5srsBZIlQsKt7DyD0fk_4ueGxY-oMYxiCjFUj,160,53,7,77,17,8,200,210,3/25/24,jDYXE0lKVzJZekSgTxgHMOhkLMkagiZU62bD1acl9rI=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,10/11/24,CDWy/Egs9uZ4fquhwOQAdAhBMLi78YLGUXhaOTWZt/s=,EQBq8fhBPkvmdIWE_zZavdYsokjJHaA9EEyA7LXVFvrCXEW7,0,0.769693207,152.9600412,151.542437
EQCyvHnNXgch3HZGnBVj8ZEzXq3J4A2QUpKsOc3_NnrSD9cT,61,24,5,38,15,8,190,210,3/25/24,pX7MitQy2mL3PWiSNrK7eI9UtQUqR796o+SwYymidxA=,EQD6KUKsTsiiz9I1vcchBGRyqLlAZZgx0-E0t_9nufPry-5f,0,10/1/24,SvWNC0U4Yie1IM4ATvxeaj4xftdQBzkj/22QHXEO+08=,EQDo_mbJsbuOBL3XvwShGne_uemk1VdxH_F_hbYJtVHt8MdC,0,0.259142208,232.609202,232.2120811
EQC1frukJgjGY2FvHOx9KnEe_uyT0WSIuvGInNGgGCAQghob,9,3,4,6,2,2,53,210,3/25/24,yosL/sFl2cGqtqybMUdy/xmjM4iZh06MlReQbAfzZzg=,EQCxJ1e1OnJqRGe7vNJEeo8EdvE5FeQnvSYNHWdGABEi--EH,1607220500,5/17/24,FVN8sdK9UaFnHtZMe4iBV+QFcMYZwHlPs0sNNRtj9EU=,EQDd6IAYdEtzu2JkKRylKk0o4Tkg3KLN-T8rD_p2CmeGQo4n,0,0.08309968,12.3790698,12.2745
EQBHE_Yk8tEJWxHYq4HysstKyZ2bsxavcS4380EUfGvndQE8,6,4,4,5,4,4,189,210,3/25/24,jMsd14LX/WqnHvrayXBfGlB975jVxSlxJXEo8xHx3ac=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,9/30/24,eTjdhPdg3xIiKOXRh3kb4XK7KYCAc9yboGOxynxoCmw=,EQChB2eMoFG4ThuEsZ6ehlBPKJXOjNxlR5B7qKZNGIv256Da,1628779796,0.032859118,0.362740322,0.246
EQDNG7lk8pQdaRkbgoGSTCWmn2bpnUNdmvp6bETBTse4USZa,8,4,2,7,3,2,52,210,3/25/24,MuphWK3l3yd+/HXeSG1pJz/dDQ5JL+RPNycv4UOfQZ0=,EQAzrkHZ4yK2m8rRKw0n99zDg6Bm4Dc8-lav5OgsKoUCtIkb,0,5/16/24,cJ87hdYwtOrdRl4jIM+Vy0iVq6t8LotaTYIWaoLrRJE=,EQBX63RAdgShn34EAFMV73Cut7Z15lUZd1hnVva68SEl7sxi,0,0.035592726,4.420301345,4.381052321
EQDzN_J6AcjO0cZXLrK3mZJsYodgJP9UU82ywMzXcWca1Hm3,4,4,3,3,4,3,193,210,3/25/24,kMF+vPO7ajvEAiqCH60HxsCuG3gNWHaX2mfiJ+288C4=,EQAW2jg-PmYQan2LvJuKAihh5PQ3J6ZS6qbtit9gFg_688nd,1607220500,10/4/24,RlPS7WgJseARot9/SUkZxeb72wv6QFlrUxLKNsWVcN4=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029740974,0.400265665,0.367669735
EQDuDnA1bgzQggjpE_TJngrNnyeMQYzetNW81OZtJdgQ2lpD,80,41,6,42,22,8,202,210,3/25/24,Ko+809iefPAJFYCT3wSpKoFuuKTovBNdtPfqhb0/2Wc=,EQA6TVey-w4n7GOPUmArk6XUz2YlwcyLAsuB866CoV05eNvO,0,10/13/24,xhMsaFKXqlqbPCq2agSIjG9t98Wbd62QsOFEkIXNIQs=,EQCSy3mcYhfzHcAXfQGZSdNq3HViZEcKA-MpX6Qcvr4oCbZE,0,0.329121278,83.12354024,81.70836091
EQDu2ZcgJ32bZEvcS3Dyfeqk2FmO8y_zPctpHEGnhwX3G8lx,7,2,2,3,2,2,64,210,3/25/24,vk8WeXOIc1tnJA4x4yXTtWy5Tmp7PWO8bQvtCGDSnBE=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,5/28/24,19stX4C1OIlp5hd9qoPEtOs2d0kcEFa5Jrs5KSCQgJ0=,EQCbCYpo28XRup5OqpBrYq7uhjLhdU-Wwt9-mzJWEyY524Pj,0,0.037844227,7.995480635,7.95
EQCTUZaXQ-0qDFD7x7CtOebxGWXxpswPVOo5LtfC6XXu6b6Z,5,5,2,3,5,4,167,210,3/25/24,CKCS5YNe94Wp1m09CkeZA7LsduqgIzlwK74bMozuH6E=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,9/8/24,ggTzmcOp09Iiha8MchqcN9WBL/h162CYeF3ag3nAwPQ=,EQBq6TBroACJaXEosMVGcG3XRWLfiCMSrX3OR6XsTVuyqFIH,0,0.029592147,25.7276375,25.68
EQBigt1YzRRX5oUafC1gpGd4GYPFmEvTzAI0ef7gQ36MaETM,5,4,3,4,3,3,187,210,3/25/24,KlM7d7W3R5mbqXLZXtz659rSXsj8Ou7rGoGC7cDp4kM=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,9/28/24,yfmXWzXfXC8kJ5dU6aLVjWAx6AOtS0n4nL4hyqwjpro=,EQB-XPd7NIVignOcyNSwwadavtwLU74C8lolu-TbuSAATisR,260734629,0.038991445,0.49696707,0.309
EQAZf2rZjk1CqkQZm1W3LfqTHBSd76Fk2KuPn9p8pBVwNDLl,5,3,3,4,3,2,70,210,3/25/24,PCgGf9asfPnRO4UvNZXrc4pvOCd9fdrPBNGspgK3GUw=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,6/3/24,TAgDzBblRcgbfkfKOTvcLrpYy6nTB8bI+R1Mm+k5xyo=,EQA5OEFy0bjB1QAeF-Hl-IhVD04iFVlvkUdH9Ng37NA347Ov,260734629,0.038709633,0.460100342,0.322
EQBg3DmhlozbZZuaTwn5X5qpEcsuHt--V_TITvmK-KA40Q4Y,15,9,4,9,7,7,190,210,3/25/24,ossIn5xh0mnUYrVO7oTOZISeMRwzmVe7K955RcJUNuY=,EQB-4DcfW15wC3ChwOuAyZke-mjpw5swBpBUdUP8uHzXTxAg,0,10/1/24,AOoWuFHjK3Lfbg61B8mSRHrOgYsQgFUEeciG5Pnk55Q=,EQDo_mbJsbuOBL3XvwShGne_uemk1VdxH_F_hbYJtVHt8MdC,0,0.068528574,1.097726109,1.005093846
EQArk8VNjpgPKX6E_fn8nhIY3HUiZ9ZE6PgH9sHZS-05Y4qP,167,104,5,15,24,8,191,210,3/25/24,Kew0s0Q5wPyJ6j8XhiPTkFQCbkeA09orp6sGR268PXs=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,10/2/24,GMBoHUMYYFqIozQknya1MVHb7G9FD0/q0+3RiwD6dTY=,EQBFSlUQx4e4GGlCv3t3ECARUvgaMnf6efxyA_hvNyLn15-j,2808733223,0.57345257,44.0398655,31.7717
EQCwOi-y74lH9NhBo5ixp-t4QBGa9-0ltmM6KZ-hGstihdG_,65,38,6,37,15,6,188,210,3/25/24,/uZUGClGhWFVFjY8l1U9YwJIFs/fljCBD/3A2Drddi0=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,9/29/24,dS/v97hSkJiCekq1uPw2wXCITv5HjsfSn6CvOoR3P0Y=,EQCSy3mcYhfzHcAXfQGZSdNq3HViZEcKA-MpX6Qcvr4oCbZE,0,0.215358714,24.95403503,24.4933537
EQAhp-LKp6_70hD8WXuFGhe7XKaS9KlrFLtUpn3CPnJiSWfc,72,31,7,37,14,8,192,210,3/25/24,vmovkn/2Ym0kEE6nT2lLyrUnr2cqSojJzisyO3rHHXA=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,10/3/24,sopjOEfSjr0PmoAx6sX3x/cnjCtlO+dj3hTzaR6g1CM=,EQBZsGXF1mJhpTF2YOlu7kdqpqEbdJvcvowNHz2_JCANHHf-,0,0.387021027,215.8852342,213.8787506
EQB-5Mzf95umeNmZw3cYPthcf0_Kd842Y_H37BDkEDulxv1d,10,6,3,6,5,3,184,210,3/25/24,wxw1BlHpVQlnDx4y6ZHi5qL/3/uzDoLXlyoDCdFx37E=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,9/25/24,Dpt8/QeqsAExMZfk6rmiaml4gtlsCr7RiVXAosfbDFo=,EQAzs_Mq6vtvhPGoAtRS1uZ_tT1KsDFHOisSjtha4__Gg7EM,260734629,0.066476439,8.507566382,8.273640781
EQBP1pdlyLMwtbhuNMC4UGltsKhebebxa9sRSOb3dGtaZ8TB,174,61,18,83,21,8,202,210,3/25/24,EcgUOAwgL6okXWnxUyUqEzT3GuR/sm3skEc2n6QE6mk=,EQD7kdcSw8mkr0vo1e9gEg1ra0kfvqGTtBLnOT0FSqAP-QWr,1354793425,10/13/24,qhl+vggRcsUxioSvML+kVRQXkmuPHoiZKhDYXPVfXpY=,EQARULUYsmJq1RiZ-YiH-IJLcAZUVkVff-KBPwEmmaQGH6aC,260734629,1.090363612,135.9368523,131.6212766
EQB8YK4OD2u6Gk0msaj9ZpmClKsgdLcxJS9Rduv-pUcHTgua,24,12,4,13,9,6,182,210,3/25/24,ixwBjaj4yyRLwM64khwmSbh6j4Z5FDuaXYm2BwVEzAI=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,9/23/24,3NZTnNuTYrzLyDgoW6P3h+EzaAjRnGxmY5fU+6ArX6c=,EQD-jP8E5q6n8GGOjIVQvq9JmTlQ25XLZQdGuWZfQ90Tjae8,0,0.177716052,81.45165798,76.86
